California,Colorado,Connecticut,Delaware,Hawaii,Illinois,Kansas,Kentucky,Louisiana,Maine,Michigan,Minnesota,Montana,Nevada,New Jersey,New Mexico,New York,North Carolina,Oregon,Pennsylvania,Rhode Island,Virginia,Washington,Wisconsin
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0
5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
14.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,4.0,2.0,0.0,0.0,24.0,0.0
12.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,17.0,0.0,7.0,2.0,0.0,1.0,31.0,0.0
60.0,4.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,36.0,5.0,0.0,4.0,0.0,3.0,38.0,1.0
7.0,5.0,0.0,0.0,0.0,8.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,31.0,0.0,1.0,2.0,2.0,3.0,100.0,1.0
23.0,17.0,1.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,8.0,0.0,44.0,1.0,6.0,4.0,0.0,2.0,59.0,3.0
50.0,15.0,3.0,3.0,0.0,7.0,4.0,4.0,1.0,0.0,10.0,4.0,0.0,4.0,6.0,2.0,109.0,8.0,10.0,6.0,0.0,7.0,81.0,2.0
68.0,29.0,5.0,0.0,0.0,14.0,1.0,0.0,22.0,1.0,13.0,5.0,0.0,8.0,21.0,4.0,95.0,2.0,0.0,19.0,15.0,13.0,92.0,11.0
61.0,25.0,9.0,0.0,2.0,20.0,2.0,7.0,41.0,1.0,8.0,7.0,2.0,2.0,25.0,3.0,189.0,7.0,6.0,6.0,0.0,12.0,98.0,8.0
97.0,33.0,6.0,3.0,3.0,28.0,1.0,3.0,26.0,9.0,20.0,14.0,0.0,5.0,23.0,4.0,122.0,7.0,3.0,21.0,0.0,3.0,66.0,6.0
110.0,25.0,15.0,1.0,3.0,10.0,2.0,1.0,34.0,5.0,1.0,19.0,2.0,19.0,78.0,4.0,218.0,2.0,7.0,13.0,1.0,6.0,119.0,14.0
144.0,22.0,27.0,8.0,4.0,55.0,6.0,4.0,59.0,15.0,11.0,6.0,0.0,10.0,92.0,2.0,425.0,8.0,20.0,20.0,2.0,16.0,114.0,25.0
161.0,33.0,28.0,10.0,2.0,127.0,5.0,9.0,84.0,11.0,15.0,17.0,4.0,27.0,159.0,5.0,1012.0,24.0,8.0,38.0,10.0,11.0,118.0,34.0
174.0,62.0,63.0,4.0,10.0,134.0,13.0,12.0,112.0,9.0,254.0,12.0,7.0,17.0,308.0,7.0,1774.0,38.0,13.0,48.0,11.0,16.0,202.0,49.0
216.0,86.0,35.0,9.0,11.0,163.0,14.0,16.0,145.0,5.0,214.0,26.0,0.0,66.0,161.0,8.0,2952.0,40.0,27.0,82.0,0.0,21.0,176.0,61.0
261.0,111.0,29.0,6.0,11.0,168.0,8.0,21.0,226.0,13.0,239.0,23.0,10.0,0.0,440.0,14.0,3258.0,40.0,23.0,119.0,22.0,37.0,251.0,65.0
307.0,116.0,104.0,11.0,8.0,296.0,9.0,19.0,74.0,19.0,246.0,33.0,5.0,25.0,578.0,8.0,4817.0,85.0,24.0,116.0,17.0,67.0,189.0,101.0
389.0,130.0,88.0,31.0,21.0,238.0,16.0,21.0,335.0,18.0,291.0,64.0,11.0,75.0,930.0,18.0,5711.0,33.0,30.0,140.0,23.0,35.0,257.0,36.0
404.0,191.0,203.0,17.0,13.0,250.0,20.0,33.0,216.0,11.0,467.0,29.0,6.0,50.0,831.0,17.0,4805.0,95.0,18.0,207.0,18.0,37.0,368.0,63.0
539.0,174.0,257.0,15.0,5.0,339.0,32.0,41.0,407.0,24.0,502.0,25.0,14.0,90.0,727.0,13.0,7413.0,165.0,57.0,300.0,8.0,99.0,116.0,142.0
877.0,346.0,137.0,24.0,11.0,664.0,39.0,50.0,510.0,13.0,584.0,57.0,25.0,130.0,2474.0,23.0,5941.0,77.0,50.0,539.0,33.0,213.0,623.0,131.0
855.0,303.0,279.0,22.0,14.0,491.0,40.0,54.0,441.0,13.0,778.0,52.0,31.0,86.0,1949.0,55.0,5688.0,145.0,99.0,527.0,38.0,2.0,562.0,176.0
651.0,326.0,233.0,49.0,31.0,518.0,59.0,92.0,569.0,43.0,979.0,44.0,26.0,117.0,2299.0,19.0,8771.0,188.0,65.0,598.0,36.0,134.0,541.0,112.0
755.0,254.0,469.0,18.0,24.0,1068.0,61.0,45.0,224.0,42.0,852.0,62.0,14.0,182.0,2262.0,27.0,6266.0,194.0,69.0,626.0,55.0,150.0,586.0,78.0
1100.0,313.0,578.0,32.0,29.0,455.0,41.0,41.0,485.0,22.0,1022.0,72.0,16.0,124.0,3250.0,45.0,7721.0,137.0,58.0,715.0,114.0,131.0,283.0,149.0
1162.0,362.0,557.0,55.0,20.0,922.0,61.0,110.0,1213.0,28.0,1121.0,53.0,21.0,69.0,2060.0,33.0,8707.0,224.0,83.0,841.0,80.0,229.0,113.0,82.0
1274.0,356.0,429.0,49.0,34.0,986.0,54.0,84.0,1187.0,41.0,1663.0,60.0,21.0,166.0,3559.0,48.0,8153.0,64.0,47.0,808.0,78.0,262.0,296.0,201.0
1333.0,382.0,267.0,25.0,25.0,717.0,65.0,73.0,2728.0,32.0,1499.0,53.0,22.0,179.0,3335.0,40.0,8996.0,267.0,90.0,1216.0,91.0,195.0,997.0,178.0
1379.0,454.0,1091.0,57.0,34.0,1209.0,71.0,15.0,1147.0,56.0,1878.0,47.0,21.0,91.0,4305.0,92.0,10329.0,235.0,72.0,1399.0,54.0,305.0,381.0,186.0
1227.0,392.0,361.0,143.0,32.0,1453.0,77.0,147.0,2201.0,24.0,1556.0,76.0,19.0,209.0,4229.0,49.0,12274.0,309.0,101.0,1690.0,95.0,397.0,532.0,196.0
1406.0,376.0,399.0,80.0,20.0,919.0,67.0,139.0,514.0,14.0,1408.0,70.0,17.0,122.0,3381.0,80.0,8122.0,183.0,68.0,1480.0,116.0,228.0,486.0,155.0
1159.0,222.0,1231.0,110.0,16.0,986.0,85.0,9.0,1853.0,29.0,1496.0,51.0,21.0,91.0,3585.0,62.0,9304.0,285.0,64.0,1485.0,160.0,241.0,400.0,173.0
1179.0,257.0,875.0,145.0,23.0,1287.0,51.0,232.0,1417.0,20.0,1722.0,83.0,0.0,130.0,3326.0,108.0,8314.0,350.0,49.0,1507.0,147.0,455.0,298.0,138.0
1503.0,226.0,1000.0,188.0,25.0,1529.0,150.0,104.0,746.0,18.0,1369.0,85.0,13.0,217.0,3021.0,71.0,9568.0,203.0,58.0,1832.0,221.0,312.0,415.0,178.0
1148.0,547.0,1003.0,93.0,7.0,1344.0,61.0,132.0,1253.0,23.0,1155.0,88.0,22.0,138.0,3590.0,124.0,10765.0,228.0,82.0,1965.0,277.0,397.0,511.0,129.0
1175.0,308.0,754.0,117.0,23.0,1465.0,64.0,177.0,970.0,26.0,1271.0,93.0,11.0,150.0,3561.0,101.0,10794.0,255.0,50.0,1749.0,288.0,468.0,279.0,183.0
1055.0,383.0,972.0,153.0,21.0,1293.0,102.0,149.0,761.0,30.0,1209.0,92.0,12.0,114.0,3563.0,84.0,10160.0,404.0,76.0,1646.0,334.0,567.0,339.0,145.0
902.0,410.0,525.0,146.0,13.0,1672.0,55.0,112.0,581.0,17.0,641.0,194.0,10.0,140.0,3699.0,71.0,8435.0,210.0,80.0,1181.0,316.0,197.0,187.0,128.0
1011.0,388.0,1346.0,136.0,5.0,1173.0,47.0,85.0,421.0,65.0,994.0,29.0,7.0,176.0,2734.0,100.0,6548.0,268.0,57.0,1340.0,311.0,473.0,133.0,87.0
1424.0,250.0,608.0,165.0,9.0,1222.0,56.0,162.0,502.0,36.0,1355.0,45.0,5.0,101.0,4240.0,62.0,7402.0,204.0,49.0,1296.0,275.0,427.0,164.0,127.0
1349.0,339.0,766.0,88.0,13.0,1346.0,63.0,85.0,433.0,36.0,1049.0,114.0,5.0,75.0,2206.0,77.0,11755.0,131.0,30.0,1213.0,278.0,329.0,95.0,166.0
1035.0,395.0,1129.0,61.0,11.0,1141.0,92.0,134.0,581.0,26.0,1226.0,103.0,11.0,109.0,4287.0,113.0,8631.0,340.0,73.0,1510.0,309.0,389.0,374.0,154.0
1256.0,372.0,925.0,248.0,12.0,1841.0,137.0,93.0,586.0,31.0,834.0,159.0,7.0,203.0,3150.0,114.0,7532.0,396.0,49.0,1807.0,339.0,601.0,299.0,170.0
1431.0,386.0,741.0,215.0,21.0,1585.0,88.0,185.0,462.0,20.0,764.0,142.0,4.0,102.0,2953.0,87.0,7249.0,281.0,59.0,1621.0,314.0,561.0,371.0,154.0
715.0,297.0,412.0,0.0,6.0,1197.0,77.0,253.0,348.0,20.0,631.0,143.0,7.0,84.0,3881.0,47.0,6199.0,353.0,66.0,1250.0,215.0,483.0,14.0,147.0
2318.0,376.0,1853.0,207.0,4.0,1151.0,133.0,90.0,595.0,8.0,580.0,114.0,0.0,120.0,3505.0,126.0,4867.0,271.0,46.0,1013.0,384.0,453.0,391.0,153.0
1982.0,341.0,545.0,186.0,2.0,1551.0,84.0,143.0,331.0,13.0,1007.0,97.0,4.0,107.0,3581.0,101.0,4324.0,187.0,46.0,1379.0,410.0,640.0,155.0,121.0
1729.0,431.0,2109.0,269.0,6.0,2049.0,177.0,180.0,463.0,19.0,1037.0,154.0,2.0,144.0,3478.0,138.0,5659.0,269.0,57.0,1379.0,341.0,636.0,196.0,225.0
1961.0,384.0,631.0,108.0,4.0,1827.0,335.0,175.0,481.0,30.0,1280.0,221.0,3.0,127.0,4124.0,169.0,6341.0,388.0,68.0,1571.0,415.0,734.0,375.0,207.0
1834.0,993.0,821.0,134.0,5.0,2723.0,216.0,231.0,401.0,28.0,1375.0,243.0,2.0,190.0,2207.0,145.0,8286.0,444.0,50.0,1964.0,443.0,596.0,216.0,304.0
1222.0,712.0,661.0,134.0,2.0,2119.0,249.0,126.0,372.0,25.0,674.0,261.0,1.0,141.0,3327.0,138.0,10683.0,496.0,76.0,1328.0,430.0,770.0,368.0,331.0
1101.0,473.0,687.0,458.0,2.0,2126.0,107.0,169.0,261.0,25.0,701.0,156.0,3.0,99.0,3515.0,66.0,6013.0,282.0,58.0,1083.0,310.0,604.0,179.0,224.0
1517.0,364.0,728.0,128.0,1.0,1980.0,209.0,72.0,279.0,8.0,454.0,214.0,1.0,70.0,2150.0,97.0,4077.0,205.0,43.0,1019.0,269.0,565.0,214.0,170.0
1362.0,435.0,315.0,413.0,2.0,2219.0,194.0,229.0,218.0,17.0,1012.0,365.0,2.0,104.0,2668.0,150.0,3285.0,533.0,31.0,1595.0,218.0,804.0,207.0,208.0
2334.0,441.0,455.0,80.0,3.0,2253.0,210.0,163.0,374.0,16.0,974.0,463.0,0.0,122.0,2408.0,238.0,4718.0,379.0,61.0,868.0,321.0,623.0,325.0,231.0
1566.0,527.0,933.0,79.0,4.0,2563.0,494.0,170.0,341.0,39.0,905.0,492.0,1.0,119.0,2388.0,198.0,4702.0,560.0,64.0,2033.0,374.0,885.0,324.0,334.0
1848.0,454.0,1064.0,184.0,1.0,3137.0,205.0,171.0,710.0,28.0,1000.0,594.0,0.0,196.0,2538.0,102.0,3879.0,415.0,69.0,1540.0,341.0,1055.0,320.0,460.0
1435.0,457.0,523.0,120.0,1.0,2450.0,353.0,2.0,429.0,29.0,843.0,498.0,2.0,141.0,2527.0,219.0,4559.0,592.0,56.0,1307.0,327.0,830.0,249.0,346.0
1319.0,409.0,0.0,170.0,0.0,2994.0,314.0,342.0,200.0,33.0,612.0,435.0,0.0,83.0,3027.0,118.0,3699.0,154.0,45.0,1008.0,188.0,940.0,560.0,304.0
1261.0,272.0,686.0,80.0,1.0,2341.0,208.0,147.0,363.0,20.0,193.0,571.0,2.0,154.0,1525.0,180.0,2524.0,203.0,79.0,913.0,175.0,821.0,104.0,272.0
2515.0,457.0,648.0,83.0,3.0,2049.0,242.0,452.0,323.0,21.0,395.0,617.0,0.0,38.0,2324.0,107.0,2302.0,412.0,80.0,975.0,281.0,764.0,187.0,330.0
1939.0,464.0,374.0,407.0,1.0,2275.0,266.0,124.0,403.0,28.0,688.0,728.0,0.0,79.0,1297.0,153.0,2746.0,500.0,77.0,1022.0,272.0,0.0,639.0,335.0
1694.0,544.0,789.0,161.0,3.0,2638.0,347.0,227.0,253.0,76.0,564.0,785.0,0.0,114.0,1745.0,202.0,3526.0,648.0,73.0,1160.0,325.0,1314.0,314.0,314.0
2135.0,455.0,627.0,144.0,0.0,2886.0,511.0,125.0,203.0,44.0,676.0,723.0,2.0,84.0,1819.0,181.0,2873.0,448.0,79.0,1352.0,249.0,772.0,290.0,375.0
2208.0,548.0,573.0,194.0,1.0,2320.0,172.0,171.0,562.0,34.0,416.0,702.0,0.0,104.0,1631.0,105.0,2715.0,508.0,92.0,1160.0,210.0,854.0,152.0,349.0
1227.0,328.0,570.0,170.0,1.0,1654.0,122.0,17.0,183.0,28.0,381.0,481.0,0.0,74.0,1447.0,85.0,2138.0,396.0,68.0,1376.0,285.0,885.0,152.0,280.0
1463.0,198.0,211.0,118.0,2.0,1461.0,116.0,224.0,208.0,26.0,410.0,528.0,1.0,32.0,1413.0,206.0,1610.0,286.0,58.0,520.0,176.0,989.0,391.0,199.0
1636.0,310.0,568.0,176.0,1.0,4045.0,191.0,293.0,235.0,15.0,420.0,695.0,2.0,159.0,798.0,143.0,1438.0,333.0,73.0,850.0,164.0,730.0,210.0,199.0
2068.0,339.0,522.0,211.0,3.0,1706.0,200.0,99.0,612.0,38.0,361.0,423.0,1.0,171.0,817.0,152.0,2123.0,448.0,57.0,787.0,221.0,946.0,110.0,286.0
1729.0,371.0,609.0,271.0,0.0,3207.0,116.0,295.0,827.0,50.0,1182.0,527.0,0.0,122.0,1144.0,139.0,2364.0,743.0,63.0,964.0,181.0,1067.0,369.0,377.0
2068.0,394.0,621.0,150.0,1.0,2447.0,338.0,181.0,348.0,38.0,493.0,797.0,4.0,129.0,1201.0,159.0,2759.0,597.0,62.0,1020.0,203.0,859.0,270.0,574.0
1918.0,397.0,618.0,174.0,1.0,2141.0,53.0,195.0,280.0,45.0,434.0,729.0,2.0,77.0,1184.0,185.0,2185.0,819.0,71.0,1050.0,215.0,1011.0,205.0,514.0
1433.0,305.0,716.0,123.0,1.0,1691.0,7.0,20.0,315.0,39.0,638.0,708.0,0.0,125.0,1245.0,91.0,1901.0,528.0,11.0,517.0,240.0,705.0,178.0,203.0
1577.0,265.0,697.0,199.0,0.0,2418.0,373.0,248.0,334.0,26.0,799.0,695.0,2.0,124.0,1705.0,158.0,1241.0,584.0,64.0,931.0,121.0,752.0,242.0,151.0
2038.0,280.0,314.0,168.0,1.0,1520.0,49.0,164.0,329.0,28.0,484.0,666.0,1.0,110.0,974.0,96.0,1479.0,641.0,39.0,728.0,156.0,1005.0,232.0,279.0
2144.0,315.0,587.0,157.0,2.0,2415.0,173.0,131.0,278.0,78.0,651.0,641.0,7.0,132.0,1386.0,146.0,1478.0,459.0,75.0,747.0,405.0,763.0,122.0,573.0
2363.0,392.0,191.0,192.0,4.0,2282.0,110.0,139.0,1188.0,58.0,480.0,530.0,1.0,103.0,1073.0,134.0,2078.0,713.0,16.0,1101.0,215.0,1229.0,170.0,393.0
2313.0,295.0,432.0,143.0,-5.0,2715.0,297.0,213.0,421.0,71.0,397.0,805.0,0.0,127.0,1247.0,153.0,1678.0,727.0,47.0,1053.0,165.0,813.0,246.0,590.0
2014.0,476.0,382.0,161.0,1.0,2390.0,51.0,124.0,117.0,65.0,439.0,840.0,0.0,238.0,385.0,170.0,1754.0,1070.0,24.0,797.0,216.0,799.0,214.0,428.0
1928.0,208.0,446.0,119.0,0.0,2441.0,16.0,30.0,128.0,42.0,312.0,728.0,0.0,117.0,1050.0,148.0,1601.0,500.0,39.0,554.0,113.0,495.0,249.0,377.0
2274.0,116.0,405.0,156.0,0.0,1707.0,137.0,57.0,623.0,19.0,200.0,742.0,0.0,73.0,938.0,83.0,1279.0,766.0,22.0,700.0,0.0,1483.0,276.0,284.0
2907.0,297.0,430.0,101.0,0.0,1238.0,80.0,276.0,336.0,35.0,224.0,645.0,0.0,100.0,672.0,104.0,1044.0,191.0,18.0,517.0,145.0,1615.0,273.0,277.0
1949.0,222.0,-15.0,30.0,1.0,1126.0,101.0,138.0,442.0,28.0,504.0,505.0,2.0,91.0,864.0,122.0,1132.0,599.0,71.0,773.0,143.0,907.0,287.0,642.0
2198.0,341.0,271.0,75.0,3.0,1516.0,60.0,197.0,213.0,52.0,400.0,483.0,4.0,97.0,1187.0,112.0,1758.0,829.0,48.0,666.0,141.0,1152.0,266.0,646.0
2972.0,486.0,203.0,65.0,2.0,1666.0,313.0,178.0,0.0,37.0,645.0,584.0,8.0,128.0,1029.0,129.0,1549.0,1119.0,45.0,761.0,141.0,1132.0,286.0,573.0
3057.0,482.0,260.0,186.0,2.0,1496.0,21.0,199.0,775.0,56.0,259.0,659.0,12.0,144.0,764.0,131.0,1363.0,1026.0,54.0,716.0,184.0,1078.0,241.0,465.0
3014.0,280.0,179.0,76.0,1.0,1298.0,31.0,50.0,339.0,43.0,507.0,660.0,10.0,109.0,837.0,65.0,1104.0,925.0,58.0,429.0,109.0,996.0,196.0,169.0
2529.0,199.0,539.0,107.0,0.0,1078.0,225.0,213.0,431.0,24.0,1080.0,358.0,4.0,73.0,473.0,111.0,945.0,682.0,59.0,516.0,63.0,791.0,458.0,138.0
2438.0,211.0,239.0,80.0,1.0,1578.0,40.0,137.0,405.0,28.0,245.0,300.0,4.0,157.0,627.0,224.0,1361.0,684.0,33.0,581.0,121.0,841.0,336.0,393.0
2326.0,272.0,112.0,27.0,0.0,1035.0,138.0,198.0,387.0,41.0,310.0,363.0,2.0,92.0,523.0,116.0,1043.0,961.0,64.0,556.0,107.0,666.0,168.0,665.0
2510.0,300.0,148.0,34.0,1.0,870.0,51.0,296.0,429.0,28.0,225.0,403.0,12.0,168.0,462.0,213.0,1053.0,1263.0,75.0,557.0,106.0,951.0,223.0,461.0
3593.0,255.0,221.0,27.0,9.0,1168.0,161.0,270.0,427.0,36.0,4529.0,707.0,2.0,188.0,806.0,319.0,1042.0,1141.0,106.0,480.0,116.0,676.0,547.0,352.0
2637.0,233.0,358.0,72.0,8.0,934.0,24.0,308.0,497.0,42.0,452.0,521.0,1.0,188.0,557.0,128.0,1083.0,1392.0,92.0,599.0,0.0,865.0,221.0,274.0
2850.0,153.0,150.0,97.0,2.0,819.0,32.0,34.0,330.0,46.0,419.0,385.0,5.0,179.0,271.0,140.0,777.0,854.0,137.0,494.0,0.0,1284.0,297.0,249.0
