Alabama,Alaska,Arizona,Arkansas,Florida,Georgia,Idaho,Indiana,Iowa,Maryland,Massachusetts,Mississippi,Missouri,Nebraska,New Hampshire,North Dakota,Ohio,Oklahoma,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,West Virginia,Wyoming
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,5.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.0,5.0,0.0,2.0,5.0,3.0,51.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0
0.0,0.0,3.0,0.0,3.0,9.0,0.0,5.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,5.0,20.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,24.0,10.0,0.0,0.0,1.0,5.0,15.0,5.0,2.0,3.0,1.0,0.0,8.0,1.0,1.0,1.0,8.0,17.0,0.0,0.0,0.0,1.0
6.0,0.0,3.0,2.0,0.0,24.0,4.0,3.0,1.0,9.0,15.0,0.0,1.0,2.0,0.0,0.0,13.0,1.0,6.0,0.0,6.0,11.0,14.0,3.0,0.0,1.0
11.0,0.0,1.0,7.0,39.0,32.0,0.0,4.0,4.0,5.0,26.0,4.0,0.0,2.0,6.0,0.0,11.0,4.0,9.0,0.0,7.0,11.0,8.0,3.0,0.0,0.0
6.0,2.0,5.0,6.0,32.0,21.0,0.0,5.0,0.0,7.0,33.0,2.0,4.0,2.0,4.0,0.0,13.0,2.0,5.0,1.0,13.0,7.0,11.0,4.0,0.0,7.0
10.0,3.0,2.0,0.0,69.0,24.0,4.0,6.0,7.0,18.0,21.0,9.0,7.0,3.0,9.0,4.0,17.0,8.0,14.0,1.0,21.0,19.0,11.0,2.0,0.0,5.0
12.0,3.0,8.0,11.0,116.0,51.0,2.0,9.0,9.0,28.0,38.0,13.0,5.0,7.0,13.0,2.0,23.0,11.0,13.0,0.0,25.0,60.0,14.0,5.0,1.0,2.0
27.0,3.0,19.0,29.0,108.0,89.0,12.0,17.0,6.0,23.0,72.0,16.0,14.0,4.0,5.0,12.0,30.0,15.0,21.0,3.0,57.0,82.0,15.0,3.0,3.0,1.0
28.0,2.0,23.0,38.0,130.0,200.0,8.0,25.0,1.0,42.0,85.0,30.0,38.0,6.0,11.0,8.0,49.0,5.0,45.0,0.0,82.0,138.0,32.0,7.0,3.0,4.0
25.0,7.0,34.0,18.0,200.0,70.0,11.0,47.0,23.0,45.0,112.0,60.0,20.0,8.0,10.0,1.0,78.0,4.0,46.0,0.0,75.0,161.0,26.0,20.0,4.0,2.0
26.0,1.0,49.0,47.0,236.0,68.0,5.0,76.0,22.0,50.0,121.0,67.0,37.0,1.0,13.0,2.0,104.0,14.0,22.0,7.0,112.0,92.0,44.0,3.0,4.0,2.0
39.0,14.0,81.0,36.0,222.0,180.0,3.0,60.0,15.0,45.0,131.0,42.0,53.0,11.0,23.0,2.0,93.0,14.0,105.0,7.0,98.0,89.0,75.0,23.0,0.0,2.0
46.0,6.0,92.0,30.0,245.0,295.0,23.0,107.0,19.0,59.0,382.0,71.0,72.0,4.0,7.0,5.0,120.0,25.0,43.0,2.0,156.0,129.0,42.0,20.0,23.0,9.0
144.0,17.0,76.0,76.0,504.0,290.0,50.0,113.0,23.0,74.0,679.0,56.0,129.0,7.0,29.0,8.0,143.0,58.0,83.0,11.0,128.0,275.0,47.0,28.0,12.0,12.0
152.0,10.0,106.0,43.0,507.0,256.0,66.0,177.0,32.0,158.0,579.0,110.0,124.0,7.0,21.0,13.0,160.0,84.0,31.0,5.0,175.0,410.0,56.0,35.0,25.0,7.0
101.0,16.0,157.0,35.0,720.0,557.0,43.0,331.0,57.0,209.0,823.0,93.0,162.0,11.0,29.0,10.0,277.0,74.0,86.0,12.0,199.0,429.0,78.0,26.0,20.0,18.0
81.0,17.0,108.0,24.0,840.0,249.0,30.0,247.0,62.0,276.0,1017.0,90.0,167.0,20.0,27.0,25.0,262.0,55.0,119.0,10.0,183.0,410.0,128.0,27.0,17.0,11.0
110.0,12.0,157.0,40.0,905.0,236.0,48.0,283.0,38.0,178.0,698.0,90.0,65.0,16.0,44.0,4.0,259.0,52.0,114.0,22.0,206.0,341.0,111.0,24.0,11.0,3.0
117.0,6.0,239.0,59.0,752.0,349.0,105.0,275.0,88.0,171.0,797.0,89.0,147.0,47.0,56.0,12.0,268.0,52.0,150.0,10.0,152.0,343.0,87.0,21.0,21.0,8.0
52.0,13.0,129.0,56.0,1047.0,1084.0,111.0,380.0,74.0,247.0,868.0,89.0,301.0,14.0,53.0,17.0,266.0,85.0,158.0,7.0,328.0,523.0,81.0,37.0,17.0,25.0
109.0,10.0,115.0,60.0,1027.0,631.0,143.0,401.0,51.0,323.0,1118.0,136.0,230.0,50.0,48.0,21.0,349.0,153.0,210.0,22.0,640.0,814.0,125.0,28.0,29.0,17.0
162.0,3.0,187.0,59.0,1231.0,697.0,222.0,478.0,65.0,346.0,1228.0,104.0,254.0,24.0,64.0,12.0,355.0,160.0,261.0,36.0,179.0,550.0,65.0,17.0,26.0,16.0
265.0,10.0,169.0,55.0,1260.0,523.0,121.0,399.0,85.0,427.0,1436.0,181.0,279.0,24.0,61.0,14.0,409.0,110.0,146.0,22.0,164.0,821.0,171.0,51.0,25.0,13.0
97.0,13.0,250.0,5.0,1277.0,416.0,64.0,520.0,87.0,367.0,1334.0,97.0,178.0,42.0,81.0,13.0,427.0,170.0,217.0,25.0,233.0,793.0,178.0,72.0,40.0,22.0
208.0,14.0,250.0,110.0,805.0,359.0,24.0,462.0,82.0,484.0,764.0,183.0,76.0,38.0,48.0,21.0,304.0,92.0,132.0,28.0,273.0,551.0,192.0,51.0,43.0,11.0
165.0,6.0,197.0,74.0,1279.0,816.0,70.0,549.0,78.0,436.0,1337.0,100.0,355.0,61.0,46.0,18.0,407.0,75.0,183.0,48.0,215.0,1033.0,44.0,31.0,22.0,13.0
192.0,22.0,111.0,70.0,1118.0,1598.0,40.0,558.0,102.0,326.0,1365.0,177.0,315.0,53.0,32.0,12.0,333.0,144.0,185.0,32.0,257.0,818.0,75.0,32.0,66.0,8.0
301.0,13.0,149.0,80.0,951.0,1048.0,22.0,442.0,97.0,1158.0,1588.0,88.0,290.0,47.0,41.0,14.0,366.0,53.0,135.0,73.0,236.0,929.0,123.0,30.0,70.0,9.0
340.0,9.0,292.0,69.0,1129.0,681.0,134.0,414.0,125.0,656.0,2151.0,257.0,212.0,56.0,31.0,18.0,364.0,160.0,240.0,54.0,210.0,1475.0,120.0,23.0,41.0,73.0
170.0,11.0,94.0,56.0,1141.0,974.0,59.0,560.0,118.0,783.0,2033.0,209.0,260.0,84.0,66.0,9.0,366.0,111.0,273.0,89.0,337.0,919.0,123.0,51.0,13.0,17.0
254.0,11.0,281.0,26.0,1018.0,402.0,13.0,534.0,122.0,726.0,1886.0,173.0,225.0,40.0,44.0,15.0,372.0,74.0,142.0,90.0,190.0,917.0,105.0,32.0,56.0,23.0
321.0,15.0,146.0,52.0,877.0,-158.0,19.0,496.0,77.0,531.0,2615.0,139.0,136.0,87.0,56.0,15.0,354.0,102.0,112.0,103.0,161.0,568.0,97.0,16.0,22.0,21.0
222.0,5.0,163.0,195.0,1156.0,1022.0,42.0,310.0,123.0,711.0,1392.0,161.0,228.0,65.0,35.0,23.0,370.0,99.0,120.0,138.0,339.0,711.0,63.0,21.0,23.0,9.0
148.0,8.0,104.0,23.0,609.0,788.0,39.0,298.0,189.0,536.0,1296.0,145.0,298.0,60.0,71.0,10.0,305.0,115.0,114.0,120.0,171.0,816.0,52.0,4.0,59.0,0.0
288.0,8.0,156.0,101.0,906.0,670.0,49.0,432.0,96.0,624.0,1755.0,273.0,209.0,64.0,48.0,24.0,511.0,79.0,103.0,181.0,210.0,803.0,129.0,7.0,28.0,19.0
163.0,7.0,272.0,21.0,806.0,1061.0,22.0,589.0,146.0,755.0,2263.0,264.0,216.0,100.0,72.0,28.0,623.0,94.0,275.0,143.0,213.0,822.0,138.0,9.0,14.0,1.0
168.0,9.0,273.0,75.0,1413.0,1014.0,46.0,616.0,191.0,790.0,2221.0,169.0,172.0,122.0,76.0,46.0,693.0,108.0,155.0,100.0,346.0,1203.0,126.0,11.0,37.0,8.0
151.0,5.0,212.0,82.0,739.0,356.0,13.0,495.0,181.0,738.0,1970.0,181.0,234.0,132.0,55.0,89.0,1115.0,105.0,160.0,130.0,201.0,796.0,129.0,24.0,49.0,11.0
180.0,5.0,210.0,4.0,822.0,605.0,4.0,571.0,402.0,513.0,1705.0,300.0,150.0,125.0,50.0,57.0,1380.0,29.0,131.0,94.0,200.0,514.0,129.0,9.0,65.0,10.0
175.0,2.0,135.0,190.0,744.0,828.0,64.0,483.0,260.0,858.0,1566.0,238.0,140.0,173.0,55.0,42.0,1317.0,81.0,62.0,50.0,170.0,594.0,142.0,4.0,18.0,4.0
249.0,8.0,187.0,291.0,811.0,742.0,30.0,430.0,466.0,511.0,1556.0,204.0,134.0,80.0,44.0,17.0,806.0,127.0,169.0,70.0,323.0,914.0,88.0,2.0,21.0,16.0
283.0,6.0,208.0,130.0,440.0,910.0,36.0,361.0,123.0,581.0,1745.0,178.0,196.0,100.0,97.0,35.0,392.0,87.0,153.0,103.0,364.0,820.0,150.0,5.0,10.0,5.0
222.0,2.0,310.0,207.0,1339.0,806.0,34.0,621.0,175.0,963.0,3079.0,259.0,184.0,364.0,82.0,30.0,577.0,123.0,156.0,98.0,488.0,937.0,170.0,2.0,42.0,6.0
194.0,2.0,276.0,211.0,885.0,670.0,34.0,652.0,520.0,888.0,4946.0,281.0,304.0,284.0,50.0,39.0,475.0,103.0,153.0,84.0,449.0,944.0,161.0,2.0,29.0,20.0
187.0,0.0,235.0,99.0,306.0,650.0,17.0,719.0,650.0,1151.0,2379.0,284.0,201.0,424.0,73.0,55.0,418.0,73.0,183.0,107.0,300.0,844.0,168.0,16.0,15.0,4.0
208.0,2.0,246.0,92.0,689.0,234.0,10.0,620.0,381.0,820.0,1590.0,193.0,171.0,228.0,71.0,64.0,376.0,60.0,237.0,66.0,517.0,715.0,173.0,8.0,29.0,25.0
118.0,4.0,190.0,68.0,610.0,770.0,20.0,950.0,378.0,910.0,1524.0,183.0,174.0,361.0,74.0,75.0,362.0,27.0,123.0,33.0,304.0,754.0,113.0,4.0,24.0,18.0
211.0,6.0,232.0,58.0,708.0,378.0,35.0,646.0,508.0,626.0,1840.0,248.0,135.0,126.0,72.0,49.0,444.0,130.0,122.0,68.0,235.0,905.0,107.0,7.0,18.0,16.0
175.0,4.0,254.0,80.0,347.0,693.0,32.0,626.0,467.0,742.0,1963.0,227.0,120.0,263.0,44.0,42.0,534.0,63.0,146.0,61.0,281.0,971.0,156.0,0.0,14.0,8.0
143.0,0.0,446.0,74.0,498.0,1131.0,32.0,690.0,302.0,883.0,1940.0,246.0,137.0,456.0,92.0,34.0,724.0,145.0,214.0,75.0,251.0,1233.0,173.0,4.0,16.0,15.0
226.0,9.0,314.0,29.0,1037.0,1005.0,19.0,842.0,738.0,1741.0,2106.0,397.0,277.0,506.0,164.0,40.0,716.0,130.0,163.0,75.0,1275.0,1270.0,157.0,13.0,26.0,7.0
317.0,1.0,402.0,62.0,735.0,832.0,26.0,688.0,758.0,1002.0,1952.0,229.0,314.0,494.0,119.0,46.0,592.0,103.0,231.0,62.0,595.0,1091.0,152.0,7.0,33.0,13.0
277.0,3.0,276.0,59.0,615.0,350.0,-2.0,638.0,528.0,993.0,1824.0,109.0,300.0,354.0,89.0,38.0,579.0,121.0,137.0,43.0,495.0,866.0,194.0,11.0,11.0,7.0
224.0,2.0,279.0,38.0,819.0,732.0,47.0,588.0,534.0,948.0,1000.0,327.0,322.0,437.0,70.0,34.0,560.0,72.0,131.0,37.0,412.0,835.0,151.0,5.0,29.0,10.0
325.0,1.0,386.0,56.0,542.0,526.0,21.0,568.0,408.0,708.0,1184.0,330.0,143.0,319.0,48.0,41.0,495.0,83.0,84.0,53.0,272.0,1152.0,123.0,5.0,18.0,8.0
254.0,1.0,402.0,86.0,563.0,848.0,31.0,863.0,293.0,1046.0,1754.0,217.0,245.0,329.0,105.0,57.0,607.0,74.0,95.0,59.0,182.0,1155.0,156.0,1.0,34.0,27.0
355.0,3.0,238.0,83.0,826.0,800.0,20.0,656.0,655.0,1213.0,1696.0,262.0,245.0,419.0,102.0,48.0,555.0,129.0,206.0,126.0,371.0,1241.0,119.0,8.0,21.0,4.0
339.0,3.0,581.0,53.0,371.0,565.0,27.0,678.0,398.0,1116.0,1612.0,404.0,164.0,640.0,104.0,54.0,887.0,94.0,225.0,239.0,168.0,1261.0,195.0,3.0,26.0,9.0
283.0,1.0,434.0,0.0,802.0,392.0,25.0,619.0,214.0,1046.0,1410.0,288.0,164.0,403.0,64.0,39.0,679.0,66.0,164.0,249.0,399.0,906.0,184.0,2.0,24.0,9.0
221.0,1.0,159.0,265.0,595.0,786.0,2.0,394.0,288.0,1055.0,1050.0,123.0,169.0,95.0,60.0,27.0,389.0,99.0,122.0,124.0,385.0,1188.0,148.0,5.0,15.0,9.0
275.0,2.0,261.0,31.0,386.0,181.0,29.0,501.0,414.0,790.0,669.0,173.0,119.0,247.0,89.0,27.0,699.0,24.0,139.0,97.0,363.0,951.0,113.0,0.0,7.0,7.0
300.0,3.0,356.0,121.0,941.0,863.0,33.0,542.0,539.0,691.0,870.0,234.0,99.0,157.0,79.0,53.0,472.0,118.0,135.0,49.0,354.0,1360.0,90.0,1.0,9.0,6.0
236.0,0.0,440.0,72.0,479.0,555.0,31.0,368.0,377.0,753.0,1165.0,182.0,245.0,340.0,60.0,76.0,470.0,121.0,103.0,69.0,484.0,1474.0,170.0,2.0,26.0,13.0
401.0,4.0,498.0,130.0,808.0,556.0,27.0,583.0,386.0,1094.0,1685.0,393.0,121.0,339.0,83.0,65.0,636.0,110.0,159.0,60.0,327.0,1347.0,136.0,3.0,30.0,13.0
272.0,1.0,495.0,97.0,928.0,820.0,37.0,654.0,374.0,1084.0,1239.0,318.0,77.0,355.0,82.0,49.0,593.0,124.0,218.0,95.0,329.0,1818.0,170.0,1.0,13.0,15.0
301.0,4.0,462.0,115.0,673.0,413.0,30.0,638.0,279.0,978.0,1512.0,322.0,227.0,454.0,92.0,87.0,520.0,151.0,254.0,72.0,287.0,879.0,138.0,1.0,22.0,25.0
97.0,4.0,306.0,181.0,777.0,299.0,2.0,500.0,323.0,837.0,1077.0,173.0,275.0,128.0,40.0,52.0,449.0,73.0,155.0,28.0,187.0,962.0,170.0,6.0,22.0,13.0
315.0,3.0,233.0,54.0,854.0,680.0,34.0,478.0,304.0,962.0,1042.0,136.0,156.0,277.0,56.0,31.0,530.0,88.0,126.0,40.0,376.0,960.0,146.0,0.0,10.0,12.0
290.0,0.0,396.0,110.0,502.0,580.0,21.0,505.0,341.0,1782.0,873.0,272.0,144.0,221.0,69.0,63.0,498.0,91.0,114.0,58.0,534.0,1292.0,146.0,4.0,12.0,10.0
676.0,3.0,331.0,80.0,527.0,948.0,30.0,584.0,572.0,778.0,1045.0,263.0,141.0,273.0,147.0,101.0,484.0,43.0,119.0,92.0,233.0,1289.0,187.0,0.0,53.0,11.0
362.0,0.0,418.0,455.0,1204.0,807.0,28.0,687.0,302.0,1203.0,1114.0,255.0,147.0,304.0,67.0,134.0,731.0,148.0,204.0,0.0,436.0,1072.0,159.0,6.0,36.0,14.0
256.0,2.0,293.0,154.0,776.0,765.0,61.0,492.0,340.0,894.0,805.0,402.0,140.0,238.0,79.0,88.0,627.0,169.0,259.0,179.0,394.0,928.0,181.0,2.0,102.0,2.0
479.0,5.0,432.0,163.0,676.0,674.0,31.0,509.0,388.0,1069.0,773.0,381.0,125.0,327.0,75.0,48.0,613.0,111.0,257.0,112.0,401.0,1082.0,203.0,2.0,24.0,10.0
329.0,0.0,299.0,147.0,740.0,581.0,24.0,477.0,536.0,1311.0,1013.0,247.0,192.0,145.0,60.0,53.0,503.0,77.0,201.0,95.0,351.0,599.0,132.0,2.0,42.0,0.0
508.0,3.0,222.0,107.0,879.0,425.0,14.0,338.0,194.0,835.0,596.0,206.0,182.0,221.0,48.0,39.0,566.0,53.0,82.0,23.0,417.0,440.0,129.0,6.0,11.0,30.0
664.0,4.0,222.0,151.0,509.0,652.0,35.0,367.0,371.0,536.0,422.0,273.0,141.0,264.0,34.0,-35.0,529.0,47.0,238.0,67.0,427.0,1083.0,101.0,5.0,72.0,7.0
382.0,1.0,479.0,97.0,379.0,647.0,32.0,386.0,447.0,752.0,527.0,313.0,187.0,357.0,55.0,20.0,433.0,92.0,207.0,57.0,400.0,1532.0,88.0,4.0,45.0,10.0
498.0,13.0,501.0,261.0,651.0,650.0,39.0,643.0,226.0,1292.0,675.0,328.0,191.0,285.0,103.0,42.0,476.0,41.0,165.0,83.0,403.0,1715.0,243.0,3.0,36.0,16.0
501.0,6.0,702.0,239.0,1212.0,525.0,34.0,514.0,347.0,1297.0,617.0,418.0,134.0,394.0,103.0,39.0,651.0,68.0,343.0,73.0,436.0,1253.0,329.0,1.0,37.0,15.0
328.0,5.0,790.0,236.0,927.0,448.0,36.0,665.0,317.0,1031.0,789.0,439.0,169.0,251.0,53.0,34.0,468.0,80.0,263.0,94.0,477.0,1323.0,269.0,2.0,17.0,7.0
593.0,28.0,681.0,240.0,739.0,715.0,15.0,365.0,285.0,794.0,664.0,272.0,179.0,196.0,106.0,23.0,479.0,88.0,467.0,33.0,156.0,1578.0,278.0,4.0,21.0,5.0
582.0,7.0,187.0,190.0,667.0,706.0,53.0,255.0,168.0,579.0,3840.0,251.0,226.0,244.0,34.0,48.0,471.0,67.0,287.0,41.0,410.0,1107.0,197.0,2.0,18.0,7.0
237.0,21.0,1127.0,375.0,617.0,306.0,27.0,445.0,228.0,796.0,358.0,268.0,299.0,266.0,64.0,21.0,366.0,119.0,267.0,32.0,1256.0,1885.0,211.0,5.0,28.0,2.0
80.0,19.0,995.0,249.0,1317.0,648.0,55.0,480.0,359.0,786.0,429.0,302.0,198.0,255.0,46.0,33.0,442.0,113.0,236.0,95.0,526.0,1580.0,321.0,2.0,21.0,3.0
